ROMANEIO;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
TP;TIPO;PRODUTO;DESCRICAO;FAMILIA;NUM.PEDIDO;ROMANEIO;EMISSAO;ENTREGA;ITEM;SALDO;COD.CLIENTE;CLIENTE;REDE;ESTADO;MUNICIPIO;VENDEDOR;TIPO.FRETE;RESERVA;STATUS;ROTA;PES0.BRUTO;TP.VEICULO;OBS.PEDIDO;OBS.SOBEL;OBS.PROTHEUS
PVJ;PV;1201.12.06X02L;AMAC.SUPREMA-TOQUE DE AMOR-ROSA-06X2L; 1001; 090850; ;23/10/2018;30/10/2018; 05;1; 015580;EDER LUIZ ARANTES QUIVEN;;SP;SAO PAULO;DIRETO VICTOR CONTRERA;CIF;0;ADM. PEDIDO;SAO PAULO - NORTE 2;13,05;TOCO;;;
PVJ;PV;1201.13.06X02L;AMAC.SUPREMA-LA FELICITA-AMARELO-06X2L; 1001; 090850; ;23/10/2018;30/10/2018; 06;1; 015580;EDER LUIZ ARANTES QUIVEN;;SP;SAO PAULO;DIRETO VICTOR CONTRERA;CIF;0;ADM. PEDIDO;SAO PAULO - NORTE 2;13,05;TOCO;;;
PVJ;PV;1201.14.06X02L;AMAC.SUPREMA-EXP.CARINHO-BRANCO/LILAS -06X02L; 1001; 090850; ;23/10/2018;30/10/2018; 07;1; 015580;EDER LUIZ ARANTES QUIVEN;;SP;SAO PAULO;DIRETO VICTOR CONTRERA;CIF;0;ADM. PEDIDO;SAO PAULO - NORTE 2;13,05;TOCO;;;
PVJ;PV;1301.15.06X02L;DESINF.SUPREMA EXTRATO DE EUCALIPTO-06X2L; 3001; 090850; ;23/10/2018;30/10/2018; 08;1; 015580;EDER LUIZ ARANTES QUIVEN;;SP;SAO PAULO;DIRETO VICTOR CONTRERA;CIF;0;ADM. PEDIDO;SAO PAULO - NORTE 2;13,17;TOCO;;;
PVJ;PV;1301.17.06X02L;DESINF.SUPREMA FLORES DO CAMPO-06X2L; 3001; 090850; ;23/10/2018;30/10/2018; 09;1; 015580;EDER LUIZ ARANTES QUIVEN;;SP;SAO PAULO;DIRETO VICTOR CONTRERA;CIF;0;ADM. PEDIDO;SAO PAULO - NORTE 2;13,17;TOCO;;;
PVJ;PV;1301.18.06X02L;DESINF.SUPREMA LAVANDA BOUQUET-06X02L; 3001; 090850; ;23/10/2018;30/10/2018; 10;1; 015580;EDER LUIZ ARANTES QUIVEN;;SP;SAO PAULO;DIRETO VICTOR CONTRERA;CIF;0;ADM. PEDIDO;SAO PAULO - NORTE 2;13,17;TOCO;;;
PVJ;PV;1301.19.06X02L;DESINF.SUPREMA PINHO - 06X02L; 3001; 090850; ;23/10/2018;30/10/2018; 11;1; 015580;EDER LUIZ ARANTES QUIVEN;;SP;SAO PAULO;DIRETO VICTOR CONTRERA;CIF;0;ADM. PEDIDO;SAO PAULO - NORTE 2;13,17;TOCO;;;
PVJ;PV;1301.20.06X02L;DESINF.SUPREMA OCEANIC - 06X02L; 3001; 090850; ;23/10/2018;30/10/2018; 12;1; 015580;EDER LUIZ ARANTES QUIVEN;;SP;SAO PAULO;DIRETO VICTOR CONTRERA;CIF;0;ADM. PEDIDO;SAO PAULO - NORTE 2;13,17;TOCO;;;
PVJ;PV;1401.21.24X500;LAVA LOUCAS SUPREMA NATURAL CLEAR-24X500ML; 2001; 090850; ;23/10/2018;30/10/2018; 13;1; 015580;EDER LUIZ ARANTES QUIVEN;;SP;SAO PAULO;DIRETO VICTOR CONTRERA;CIF;0;ADM. PEDIDO;SAO PAULO - NORTE 2;13,08;TOCO;;;
PVJ;PV;1401.22.24X500;LAVA LOUCAS SUPREMA NEUTRO-24X500ML; 2001; 090850; ;23/10/2018;30/10/2018; 14;1; 015580;EDER LUIZ ARANTES QUIVEN;;SP;SAO PAULO;DIRETO VICTOR CONTRERA;CIF;0;ADM. PEDIDO;SAO PAULO - NORTE 2;13,08;TOCO;;;
PVJ;PV;1001.01.03X05L;AGUA SANITARIA SUPREMA-03X05L; 4001; 090851; ;23/10/2018;30/10/2018; 01;25; 013743;JMM RIO PRETO COMERCIAL LTDA;;SP;SAO JOSE DO RIO PRETO;EDUARDO ROGERIO SCODRO;CIF;0;ADM. PEDIDO;SAO JOSE DO RIO PRETO;415;CARRETA ROMEU & JULIETA;ENTREGAR JUNTOS!;;
PVJ;PV;1001.01.06X02L;AGUA SANITARIA SUPREMA-06X02L; 4001; 090851; ;23/10/2018;30/10/2018; 02;50; 013743;JMM RIO PRETO COMERCIAL LTDA;;SP;SAO JOSE DO RIO PRETO;EDUARDO ROGERIO SCODRO;CIF;0;ADM. PEDIDO;SAO JOSE DO RIO PRETO;666,5;CARRETA ROMEU & JULIETA;ENTREGAR JUNTOS!;;
PVJ;PV;1001.01.12X01L;AGUA SANITARIA SUPREMA-12X01L; 4001; 090851; ;23/10/2018;30/10/2018; 03;15; 013743;JMM RIO PRETO COMERCIAL LTDA;;SP;SAO JOSE DO RIO PRETO;EDUARDO ROGERIO SCODRO;CIF;0;ADM. PEDIDO;SAO JOSE DO RIO PRETO;200,7;CARRETA ROMEU & JULIETA;ENTREGAR JUNTOS!;;
PVJ;PV;1201.11.03X05L;AMAC.SUPREMA-ALEGRES ENCANTO-AZUL-03X05L; 1001; 090851; ;23/10/2018;30/10/2018; 04;30; 013743;JMM RIO PRETO COMERCIAL LTDA;;SP;SAO JOSE DO RIO PRETO;EDUARDO ROGERIO SCODRO;CIF;0;ADM. PEDIDO;SAO JOSE DO RIO PRETO;491,4;CARRETA ROMEU & JULIETA;ENTREGAR JUNTOS!;;
PVJ;PV;1201.11.06X02L;AMAC.SUPREMA-ALEGRES ENCANTO-AZUL-06X2L; 1001; 090851; ;23/10/2018;30/10/2018; 05;10; 013743;JMM RIO PRETO COMERCIAL LTDA;;SP;SAO JOSE DO RIO PRETO;EDUARDO ROGERIO SCODRO;CIF;0;ADM. PEDIDO;SAO JOSE DO RIO PRETO;130,5;CARRETA ROMEU & JULIETA;ENTREGAR JUNTOS!;;
PVJ;PV;1201.12.03X05L;AMAC.SUPREMA-TOQUE DE AMOR-ROSA 03X05L; 1001; 090851; ;23/10/2018;30/10/2018; 06;20; 013743;JMM RIO PRETO COMERCIAL LTDA;;SP;SAO JOSE DO RIO PRETO;EDUARDO ROGERIO SCODRO;CIF;0;ADM. PEDIDO;SAO JOSE DO RIO PRETO;327,6;CARRETA ROMEU & JULIETA;ENTREGAR JUNTOS!;;
PVJ;PV;1201.12.06X02L;AMAC.SUPREMA-TOQUE DE AMOR-ROSA-06X2L; 1001; 090851; ;23/10/2018;30/10/2018; 07;5; 013743;JMM RIO PRETO COMERCIAL LTDA;;SP;SAO JOSE DO RIO PRETO;EDUARDO ROGERIO SCODRO;CIF;0;ADM. PEDIDO;SAO JOSE DO RIO PRETO;65,25;CARRETA ROMEU & JULIETA;ENTREGAR JUNTOS!;;
PVJ;PV;1201.13.06X02L;AMAC.SUPREMA-LA FELICITA-AMARELO-06X2L; 1001; 090851; ;23/10/2018;30/10/2018; 08;5; 013743;JMM RIO PRETO COMERCIAL LTDA;;SP;SAO JOSE DO RIO PRETO;EDUARDO ROGERIO SCODRO;CIF;0;ADM. PEDIDO;SAO JOSE DO RIO PRETO;65,25;CARRETA ROMEU & JULIETA;ENTREGAR JUNTOS!;;
PVJ;PV;1201.14.06X02L;AMAC.SUPREMA-EXP.CARINHO-BRANCO/LILAS -06X02L; 1001; 090851; ;23/10/2018;30/10/2018; 09;5; 013743;JMM RIO PRETO COMERCIAL LTDA;;SP;SAO JOSE DO RIO PRETO;EDUARDO ROGERIO SCODRO;CIF;0;ADM. PEDIDO;SAO JOSE DO RIO PRETO;65,25;CARRETA ROMEU & JULIETA;ENTREGAR JUNTOS!;;
PVJ;PV;1301.18.03X05L;DESINF.SUPREMA LAVANDA BOUQUET 03X05L; 3001; 090851; ;23/10/2018;30/10/2018; 10;5; 013743;JMM RIO PRETO COMERCIAL LTDA;;SP;SAO JOSE DO RIO PRETO;EDUARDO ROGERIO SCODRO;CIF;0;ADM. PEDIDO;SAO JOSE DO RIO PRETO;80,95;CARRETA ROMEU & JULIETA;ENTREGAR JUNTOS!;;
PVJ;PV;1301.18.06X02L;DESINF.SUPREMA LAVANDA BOUQUET-06X02L; 3001; 090851; ;23/10/2018;30/10/2018; 11;10; 013743;JMM RIO PRETO COMERCIAL LTDA;;SP;SAO JOSE DO RIO PRETO;EDUARDO ROGERIO SCODRO;CIF;0;ADM. PEDIDO;SAO JOSE DO RIO PRETO;131,7;CARRETA ROMEU & JULIETA;ENTREGAR JUNTOS!;;
PVJ;PV;1301.19.06X02L;DESINF.SUPREMA PINHO - 06X02L; 3001; 090851; ;23/10/2018;30/10/2018; 12;10; 013743;JMM RIO PRETO COMERCIAL LTDA;;SP;SAO JOSE DO RIO PRETO;EDUARDO ROGERIO SCODRO;CIF;0;ADM. PEDIDO;SAO JOSE DO RIO PRETO;131,7;CARRETA ROMEU & JULIETA;ENTREGAR JUNTOS!;;
PVJ;PV;1401.19.24X500;LAVA LOUCAS SUPREMA FRUTAS VERMELHAS-24X500ML; 2001; 090851; ;23/10/2018;30/10/2018; 13;10; 013743;JMM RIO PRETO COMERCIAL LTDA;;SP;SAO JOSE DO RIO PRETO;EDUARDO ROGERIO SCODRO;CIF;0;ADM. PEDIDO;SAO JOSE DO RIO PRETO;130,8;CARRETA ROMEU & JULIETA;ENTREGAR JUNTOS!;;
PVJ;PV;1401.20.24X500;LAVA LOUCAS SUPREMA LIMAO/ALOEVERA-24X500ML; 2001; 090851; ;23/10/2018;30/10/2018; 14;10; 013743;JMM RIO PRETO COMERCIAL LTDA;;SP;SAO JOSE DO RIO PRETO;EDUARDO ROGERIO SCODRO;CIF;0;ADM. PEDIDO;SAO JOSE DO RIO PRETO;130,8;CARRETA ROMEU & JULIETA;ENTREGAR JUNTOS!;;
PVJ;PV;1401.22.24X500;LAVA LOUCAS SUPREMA NEUTRO-24X500ML; 2001; 090851; ;23/10/2018;30/10/2018; 15;20; 013743;JMM RIO PRETO COMERCIAL LTDA;;SP;SAO JOSE DO RIO PRETO;EDUARDO ROGERIO SCODRO;CIF;0;ADM. PEDIDO;SAO JOSE DO RIO PRETO;261,6;CARRETA ROMEU & JULIETA;ENTREGAR JUNTOS!;;
PVJ;PV;1401.23.24X500;LAVA LOUCAS SUPREMA COCO - 24X500ML; 2001; 090851; ;23/10/2018;30/10/2018; 16;10; 013743;JMM RIO PRETO COMERCIAL LTDA;;SP;SAO JOSE DO RIO PRETO;EDUARDO ROGERIO SCODRO;CIF;0;ADM. PEDIDO;SAO JOSE DO RIO PRETO;130,8;CARRETA ROMEU & JULIETA;ENTREGAR JUNTOS!;;
PVJ;PV;1501.23.06X03L;LAVA ROUPAS LIQUIDO SUPREMA ULTRA ACAO-06X03L; 1001; 090851; ;23/10/2018;30/10/2018; 17;5; 013743;JMM RIO PRETO COMERCIAL LTDA;;SP;SAO JOSE DO RIO PRETO;EDUARDO ROGERIO SCODRO;CIF;0;ADM. PEDIDO;SAO JOSE DO RIO PRETO;96,55;CARRETA ROMEU & JULIETA;ENTREGAR JUNTOS!;;
PVJ;PV;1501.23.12X01L;LAVA ROUPAS LIQUIDO SUPREMA ULTRA ACAO-12X01L; 1001; 090851; ;23/10/2018;30/10/2018; 18;5; 013743;JMM RIO PRETO COMERCIAL LTDA;;SP;SAO JOSE DO RIO PRETO;EDUARDO ROGERIO SCODRO;CIF;0;ADM. PEDIDO;SAO JOSE DO RIO PRETO;66;CARRETA ROMEU & JULIETA;ENTREGAR JUNTOS!;;
PVJ;PV;1601.24.12X500;LIMP.PERF.PORTAL/SUPREMA ELEGANCE-12X500ML; 1001; 090851; ;23/10/2018;30/10/2018; 19;5; 013743;JMM RIO PRETO COMERCIAL LTDA;;SP;SAO JOSE DO RIO PRETO;EDUARDO ROGERIO SCODRO;CIF;0;ADM. PEDIDO;SAO JOSE DO RIO PRETO;34,45;CARRETA ROMEU & JULIETA;ENTREGAR JUNTOS!;;
PVJ;PV;1601.26.12X500;LIMP.PERF.PORTAL/SUPREMA DELICATO-12X500ML; 1001; 090851; ;23/10/2018;30/10/2018; 20;3; 013743;JMM RIO PRETO COMERCIAL LTDA;;SP;SAO JOSE DO RIO PRETO;EDUARDO ROGERIO SCODRO;CIF;0;ADM. PEDIDO;SAO JOSE DO RIO PRETO;20,67;CARRETA ROMEU & JULIETA;ENTREGAR JUNTOS!;;
PVJ;PV;1601.29.12X500;LIMP.PERF.PORTAL/SUPREMA MANHA DE SOL-12X500M; 1001; 090851; ;23/10/2018;30/10/2018; 21;5; 013743;JMM RIO PRETO COMERCIAL LTDA;;SP;SAO JOSE DO RIO PRETO;EDUARDO ROGERIO SCODRO;CIF;0;ADM. PEDIDO;SAO JOSE DO RIO PRETO;34,45;CARRETA ROMEU & JULIETA;ENTREGAR JUNTOS!;;
PVJ;PV;1701.01.12X500;DESENGORDURANTE ALTA PERF. SUPREMA 12X500ML; 2001; 090851; ;23/10/2018;30/10/2018; 22;2; 013743;JMM RIO PRETO COMERCIAL LTDA;;SP;SAO JOSE DO RIO PRETO;EDUARDO ROGERIO SCODRO;CIF;0;ADM. PEDIDO;SAO JOSE DO RIO PRETO;14,48;CARRETA ROMEU & JULIETA;ENTREGAR JUNTOS!;;
PVJ;PV;1701.02.12X500;DESENGORDURANTE SUPREMA SQUEEZE 12X500ML; 2001; 090851; ;23/10/2018;30/10/2018; 23;1; 013743;JMM RIO PRETO COMERCIAL LTDA;;SP;SAO JOSE DO RIO PRETO;EDUARDO ROGERIO SCODRO;CIF;0;ADM. PEDIDO;SAO JOSE DO RIO PRETO;7,47;CARRETA ROMEU & JULIETA;ENTREGAR JUNTOS!;;
PVJ;PV;1701.30.24X500;LIMP. MULTI USO SUPREMA TRADICIONAL-24X500ML; 2001; 090851; ;23/10/2018;30/10/2018; 24;2; 013743;JMM RIO PRETO COMERCIAL LTDA;;SP;SAO JOSE DO RIO PRETO;EDUARDO ROGERIO SCODRO;CIF;0;ADM. PEDIDO;SAO JOSE DO RIO PRETO;28,6;CARRETA ROMEU & JULIETA;ENTREGAR JUNTOS!;;
PVJ;PV;1701.32.24X500;LIMP. MULTI USO SUPREMA FRESH-24X500ML; 2001; 090851; ;23/10/2018;30/10/2018; 25;2; 013743;JMM RIO PRETO COMERCIAL LTDA;;SP;SAO JOSE DO RIO PRETO;EDUARDO ROGERIO SCODRO;CIF;0;ADM. PEDIDO;SAO JOSE DO RIO PRETO;28,6;CARRETA ROMEU & JULIETA;ENTREGAR JUNTOS!;;
PVJ;PV;1701.33.24X500;LIMP. MULTI USO SUPREMA LIMP.PESADA-24X500ML; 2001; 090851; ;23/10/2018;30/10/2018; 26;2; 013743;JMM RIO PRETO COMERCIAL LTDA;;SP;SAO JOSE DO RIO PRETO;EDUARDO ROGERIO SCODRO;CIF;0;ADM. PEDIDO;SAO JOSE DO RIO PRETO;28,6;CARRETA ROMEU & JULIETA;ENTREGAR JUNTOS!;;
PVJ;PV;1701.51.24X500;LIMP. MULTI-USO SUPREMA CITRUS 24X500ML; 2001; 090851; ;23/10/2018;30/10/2018; 27;1; 013743;JMM RIO PRETO COMERCIAL LTDA;;SP;SAO JOSE DO RIO PRETO;EDUARDO ROGERIO SCODRO;CIF;0;ADM. PEDIDO;SAO JOSE DO RIO PRETO;14,3;CARRETA ROMEU & JULIETA;ENTREGAR JUNTOS!;;
PVJ;PV;1901.01.06X500;LIMPA BOX SUPREMA 06X500ML; 3001; 090851; ;23/10/2018;30/10/2018; 28;2; 013743;JMM RIO PRETO COMERCIAL LTDA;;SP;SAO JOSE DO RIO PRETO;EDUARDO ROGERIO SCODRO;CIF;0;ADM. PEDIDO;SAO JOSE DO RIO PRETO;6,92;CARRETA ROMEU & JULIETA;ENTREGAR JUNTOS!;;
PVJ;PV;2001.01.12X500;FACILITADOR DE PASSAR ROUPAS SUPREMA 12X500ML; 1001; 090851; ;23/10/2018;30/10/2018; 29;5; 013743;JMM RIO PRETO COMERCIAL LTDA;;SP;SAO JOSE DO RIO PRETO;EDUARDO ROGERIO SCODRO;CIF;0;ADM. PEDIDO;SAO JOSE DO RIO PRETO;37;CARRETA ROMEU & JULIETA;ENTREGAR JUNTOS!;;
PVJ;PV;2101.01.12X01L;LIMPEZA PESADA SUPREMA CONCENTRADO 12X01L; 4001; 090851; ;23/10/2018;30/10/2018; 30;4; 013743;JMM RIO PRETO COMERCIAL LTDA;;SP;SAO JOSE DO RIO PRETO;EDUARDO ROGERIO SCODRO;CIF;0;ADM. PEDIDO;SAO JOSE DO RIO PRETO;54,04;CARRETA ROMEU & JULIETA;ENTREGAR JUNTOS!;;
PVJ;PV;6501.02.12X500;REMOVEDOR SUPREMA 500 ML; 4001; 090851; ;23/10/2018;30/10/2018; 31;10; 013743;JMM RIO PRETO COMERCIAL LTDA;;SP;SAO JOSE DO RIO PRETO;EDUARDO ROGERIO SCODRO;CIF;0;ADM. PEDIDO;SAO JOSE DO RIO PRETO;62;CARRETA ROMEU & JULIETA;ENTREGAR JUNTOS!;;
PVJ;PV;1001.01.03X05L;AGUA SANITARIA SUPREMA-03X05L; 4001; 090852; ;23/10/2018;30/10/2018; 01;10; 000955;ODMEYER SUPER MERCEARIA LTDA;GONCALVES PIRES;SP;SAO PAULO;JORGE MARCELO PINHEIRO SILVA;CIF;0;ADM. PEDIDO;SAO PAULO - CENTRO;166;VAN;URGENTE;;
PVJ;PV;1001.01.06X02L;AGUA SANITARIA SUPREMA-06X02L; 4001; 090852; ;23/10/2018;30/10/2018; 02;50; 000955;ODMEYER SUPER MERCEARIA LTDA;GONCALVES PIRES;SP;SAO PAULO;JORGE MARCELO PINHEIRO SILVA;CIF;0;ADM. PEDIDO;SAO PAULO - CENTRO;666,5;VAN;URGENTE;;
PVJ;PV;1001.01.12X01L;AGUA SANITARIA SUPREMA-12X01L; 4001; 090852; ;23/10/2018;30/10/2018; 03;20; 000955;ODMEYER SUPER MERCEARIA LTDA;GONCALVES PIRES;SP;SAO PAULO;JORGE MARCELO PINHEIRO SILVA;CIF;0;ADM. PEDIDO;SAO PAULO - CENTRO;267,6;VAN;URGENTE;;
PVJ;PV;1201.11.06X02L;AMAC.SUPREMA-ALEGRES ENCANTO-AZUL-06X2L; 1001; 090852; ;23/10/2018;30/10/2018; 04;4; 000955;ODMEYER SUPER MERCEARIA LTDA;GONCALVES PIRES;SP;SAO PAULO;JORGE MARCELO PINHEIRO SILVA;CIF;0;ADM. PEDIDO;SAO PAULO - CENTRO;52,2;VAN;URGENTE;;
PVJ;PV;1201.12.06X02L;AMAC.SUPREMA-TOQUE DE AMOR-ROSA-06X2L; 1001; 090852; ;23/10/2018;30/10/2018; 05;2; 000955;ODMEYER SUPER MERCEARIA LTDA;GONCALVES PIRES;SP;SAO PAULO;JORGE MARCELO PINHEIRO SILVA;CIF;0;ADM. PEDIDO;SAO PAULO - CENTRO;26,1;VAN;URGENTE;;
PVJ;PV;1201.13.06X02L;AMAC.SUPREMA-LA FELICITA-AMARELO-06X2L; 1001; 090852; ;23/10/2018;30/10/2018; 06;2; 000955;ODMEYER SUPER MERCEARIA LTDA;GONCALVES PIRES;SP;SAO PAULO;JORGE MARCELO PINHEIRO SILVA;CIF;0;ADM. PEDIDO;SAO PAULO - CENTRO;26,1;VAN;URGENTE;;
PVJ;PV;1201.14.06X02L;AMAC.SUPREMA-EXP.CARINHO-BRANCO/LILAS -06X02L; 1001; 090852; ;23/10/2018;30/10/2018; 07;2; 000955;ODMEYER SUPER MERCEARIA LTDA;GONCALVES PIRES;SP;SAO PAULO;JORGE MARCELO PINHEIRO SILVA;CIF;0;ADM. PEDIDO;SAO PAULO - CENTRO;26,1;VAN;URGENTE;;
PVJ;PV;1301.15.06X02L;DESINF.SUPREMA EXTRATO DE EUCALIPTO-06X2L; 3001; 090852; ;23/10/2018;30/10/2018; 08;4; 000955;ODMEYER SUPER MERCEARIA LTDA;GONCALVES PIRES;SP;SAO PAULO;JORGE MARCELO PINHEIRO SILVA;CIF;0;ADM. PEDIDO;SAO PAULO - CENTRO;52,68;VAN;URGENTE;;
PVJ;PV;1301.17.06X02L;DESINF.SUPREMA FLORES DO CAMPO-06X2L; 3001; 090852; ;23/10/2018;30/10/2018; 09;4; 000955;ODMEYER SUPER MERCEARIA LTDA;GONCALVES PIRES;SP;SAO PAULO;JORGE MARCELO PINHEIRO SILVA;CIF;0;ADM. PEDIDO;SAO PAULO - CENTRO;52,68;VAN;URGENTE;;
PVJ;PV;1301.18.06X02L;DESINF.SUPREMA LAVANDA BOUQUET-06X02L; 3001; 090852; ;23/10/2018;30/10/2018; 10;4; 000955;ODMEYER SUPER MERCEARIA LTDA;GONCALVES PIRES;SP;SAO PAULO;JORGE MARCELO PINHEIRO SILVA;CIF;0;ADM. PEDIDO;SAO PAULO - CENTRO;52,68;VAN;URGENTE;;
PVJ;PV;1301.19.06X02L;DESINF.SUPREMA PINHO - 06X02L; 3001; 090852; ;23/10/2018;30/10/2018; 11;4; 000955;ODMEYER SUPER MERCEARIA LTDA;GONCALVES PIRES;SP;SAO PAULO;JORGE MARCELO PINHEIRO SILVA;CIF;0;ADM. PEDIDO;SAO PAULO - CENTRO;52,68;VAN;URGENTE;;
PVJ;PV;1301.20.06X02L;DESINF.SUPREMA OCEANIC - 06X02L; 3001; 090852; ;23/10/2018;30/10/2018; 12;4; 000955;ODMEYER SUPER MERCEARIA LTDA;GONCALVES PIRES;SP;SAO PAULO;JORGE MARCELO PINHEIRO SILVA;CIF;0;ADM. PEDIDO;SAO PAULO - CENTRO;52,68;VAN;URGENTE;;
PVJ;PV;1401.19.24X500;LAVA LOUCAS SUPREMA FRUTAS VERMELHAS-24X500ML; 2001; 090852; ;23/10/2018;30/10/2018; 13;4; 000955;ODMEYER SUPER MERCEARIA LTDA;GONCALVES PIRES;SP;SAO PAULO;JORGE MARCELO PINHEIRO SILVA;CIF;0;ADM. PEDIDO;SAO PAULO - CENTRO;52,32;VAN;URGENTE;;
PVJ;PV;1401.20.24X500;LAVA LOUCAS SUPREMA LIMAO/ALOEVERA-24X500ML; 2001; 090852; ;23/10/2018;30/10/2018; 14;3; 000955;ODMEYER SUPER MERCEARIA LTDA;GONCALVES PIRES;SP;SAO PAULO;JORGE MARCELO PINHEIRO SILVA;CIF;0;ADM. PEDIDO;SAO PAULO - CENTRO;39,24;VAN;URGENTE;;
PVJ;PV;1401.21.24X500;LAVA LOUCAS SUPREMA NATURAL CLEAR-24X500ML; 2001; 090852; ;23/10/2018;30/10/2018; 15;4; 000955;ODMEYER SUPER MERCEARIA LTDA;GONCALVES PIRES;SP;SAO PAULO;JORGE MARCELO PINHEIRO SILVA;CIF;0;ADM. PEDIDO;SAO PAULO - CENTRO;52,32;VAN;URGENTE;;
PVJ;PV;1401.22.24X500;LAVA LOUCAS SUPREMA NEUTRO-24X500ML; 2001; 090852; ;23/10/2018;30/10/2018; 16;4; 000955;ODMEYER SUPER MERCEARIA LTDA;GONCALVES PIRES;SP;SAO PAULO;JORGE MARCELO PINHEIRO SILVA;CIF;0;ADM. PEDIDO;SAO PAULO - CENTRO;52,32;VAN;URGENTE;;
PVJ;PV;1401.23.24X500;LAVA LOUCAS SUPREMA COCO - 24X500ML; 2001; 090852; ;23/10/2018;30/10/2018; 17;4; 000955;ODMEYER SUPER MERCEARIA LTDA;GONCALVES PIRES;SP;SAO PAULO;JORGE MARCELO PINHEIRO SILVA;CIF;0;ADM. PEDIDO;SAO PAULO - CENTRO;52,32;VAN;URGENTE;;
PVJ;PV;1501.23.12X01L;LAVA ROUPAS LIQUIDO SUPREMA ULTRA ACAO-12X01L; 1001; 090852; ;23/10/2018;30/10/2018; 18;3; 000955;ODMEYER SUPER MERCEARIA LTDA;GONCALVES PIRES;SP;SAO PAULO;JORGE MARCELO PINHEIRO SILVA;CIF;0;ADM. PEDIDO;SAO PAULO - CENTRO;39,6;VAN;URGENTE;;
PVJ;PV;1501.24.12X01L;LAVA ROUPAS LIQUIDO SUPREMA AZUL - 12X01L; 1001; 090852; ;23/10/2018;30/10/2018; 19;3; 000955;ODMEYER SUPER MERCEARIA LTDA;GONCALVES PIRES;SP;SAO PAULO;JORGE MARCELO PINHEIRO SILVA;CIF;0;ADM. PEDIDO;SAO PAULO - CENTRO;39,6;VAN;URGENTE;;
PVJ;PV;1501.25.12X01L;LAVA ROUPAS LIQUIDO SUPREMA COCO - 12X01L; 1001; 090852; ;23/10/2018;30/10/2018; 20;2; 000955;ODMEYER SUPER MERCEARIA LTDA;GONCALVES PIRES;SP;SAO PAULO;JORGE MARCELO PINHEIRO SILVA;CIF;0;ADM. PEDIDO;SAO PAULO - CENTRO;26,4;VAN;URGENTE;;
PVJ;PV;1601.24.12X500;LIMP.PERF.PORTAL/SUPREMA ELEGANCE-12X500ML; 1001; 090852; ;23/10/2018;30/10/2018; 21;1; 000955;ODMEYER SUPER MERCEARIA LTDA;GONCALVES PIRES;SP;SAO PAULO;JORGE MARCELO PINHEIRO SILVA;CIF;0;ADM. PEDIDO;SAO PAULO - CENTRO;6,89;VAN;URGENTE;;
PVJ;PV;1601.26.12X500;LIMP.PERF.PORTAL/SUPREMA DELICATO-12X500ML; 1001; 090852; ;23/10/2018;30/10/2018; 22;1; 000955;ODMEYER SUPER MERCEARIA LTDA;GONCALVES PIRES;SP;SAO PAULO;JORGE MARCELO PINHEIRO SILVA;CIF;0;ADM. PEDIDO;SAO PAULO - CENTRO;6,89;VAN;URGENTE;;
PVJ;PV;1601.27.12X500;LIMP.PERF.PORTAL/SUPREMA ROSA VENTOS-12X500ML; 1001; 090852; ;23/10/2018;30/10/2018; 23;1; 000955;ODMEYER SUPER MERCEARIA LTDA;GONCALVES PIRES;SP;SAO PAULO;JORGE MARCELO PINHEIRO SILVA;CIF;0;ADM. PEDIDO;SAO PAULO - CENTRO;13,96;VAN;URGENTE;;
PVJ;PV;1601.29.12X500;LIMP.PERF.PORTAL/SUPREMA MANHA DE SOL-12X500M; 1001; 090852; ;23/10/2018;30/10/2018; 24;1; 000955;ODMEYER SUPER MERCEARIA LTDA;GONCALVES PIRES;SP;SAO PAULO;JORGE MARCELO PINHEIRO SILVA;CIF;0;ADM. PEDIDO;SAO PAULO - CENTRO;6,89;VAN;URGENTE;;
PVJ;PV;1701.30.24X500;LIMP. MULTI USO SUPREMA TRADICIONAL-24X500ML; 2001; 090852; ;23/10/2018;30/10/2018; 25;3; 000955;ODMEYER SUPER MERCEARIA LTDA;GONCALVES PIRES;SP;SAO PAULO;JORGE MARCELO PINHEIRO SILVA;CIF;0;ADM. PEDIDO;SAO PAULO - CENTRO;42,9;VAN;URGENTE;;
PVJ;PV;1701.31.24X500;LIMP. MULTI-USO SUPREMA CAMPESTRE 24X500ML; 2001; 090852; ;23/10/2018;30/10/2018; 26;2; 000955;ODMEYER SUPER MERCEARIA LTDA;GONCALVES PIRES;SP;SAO PAULO;JORGE MARCELO PINHEIRO SILVA;CIF;0;ADM. PEDIDO;SAO PAULO - CENTRO;28,6;VAN;URGENTE;;
PVJ;PV;1701.32.24X500;LIMP. MULTI USO SUPREMA FRESH-24X500ML; 2001; 090852; ;23/10/2018;30/10/2018; 27;2; 000955;ODMEYER SUPER MERCEARIA LTDA;GONCALVES PIRES;SP;SAO PAULO;JORGE MARCELO PINHEIRO SILVA;CIF;0;ADM. PEDIDO;SAO PAULO - CENTRO;28,6;VAN;URGENTE;;
